candidate_id,project_category,image_group_id,split,split_rank_within_category,repository_relative_path,sha256,split_seed,split_score,source_dataset_slug,source_dataset_root,source_split_ignored,test_locked,split_policy
kaggle_f7b48bab65190bfb,brake_disc,kaggle50:brake_disc:kaggle_f7b48bab65190bfb,test,1,data/locked_test/dataset_v3/images/brake_disc/brake_disc_test_001_f7b48bab65190bfb.jpg,f7b48bab65190bfb634915d2b8a6097b3b471ada5f8fad021233fe9b4f2f3e01,dataset-v3-split-v1,e7faa03d67162242a301500f19909900cd3dc17031171d4c16b0eee7f5b7fd8c,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_3daceab8eae4bc5f,brake_disc,kaggle50:brake_disc:kaggle_3daceab8eae4bc5f,test,2,data/locked_test/dataset_v3/images/brake_disc/brake_disc_test_002_3daceab8eae4bc5f.jpg,3daceab8eae4bc5f760df47aa3d32e10a769efb81b744827916dee1c04c50a19,dataset-v3-split-v1,e9a9db945c23f97300d444fe82d6c22cca51ac59a23a2214462c0ccd009c5beb,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_386dabe6bfa63bd6,brake_disc,kaggle50:brake_disc:kaggle_386dabe6bfa63bd6,test,3,data/locked_test/dataset_v3/images/brake_disc/brake_disc_test_003_386dabe6bfa63bd6.jpg,386dabe6bfa63bd658b9f197940868adbf920cad92871d68cd83cae4efdedeb2,dataset-v3-split-v1,eb06f2e1e67563bdd58cfdc5cb76b19ea9dc565f3e84aa886eea064da753f435,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_ca84654b256c6161,brake_disc,kaggle50:brake_disc:kaggle_ca84654b256c6161,test,4,data/locked_test/dataset_v3/images/brake_disc/brake_disc_test_004_ca84654b256c6161.jpg,ca84654b256c61613be97db1a2bd01480530567dcdd493046161ea5ea602ba65,dataset-v3-split-v1,edf3ac526060c3ece21e9bcd462072fa153e718992b13c3c251e89bd86afb009,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_9d745cfc2e3b4a17,brake_disc,kaggle50:brake_disc:kaggle_9d745cfc2e3b4a17,test,5,data/locked_test/dataset_v3/images/brake_disc/brake_disc_test_005_9d745cfc2e3b4a17.jpg,9d745cfc2e3b4a17330e6b136757073d91d73c8d7f1872dcae0f35f5a5d0204b,dataset-v3-split-v1,ef705e66c0e16bb89434e10c4ba5372a5db07b41d10748e29115e855592762b2,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_65cf2186d4a5c527,brake_disc,kaggle50:brake_disc:kaggle_65cf2186d4a5c527,test,6,data/locked_test/dataset_v3/images/brake_disc/brake_disc_test_006_65cf2186d4a5c527.jpg,65cf2186d4a5c52750d79f40f587f77b9c13757b3d29a4f55662fe3a6ad78a77,dataset-v3-split-v1,f1e4832f362aa4868c61395743180bd50f13701a82e19efb722d1c5cf461eddd,gpiosenka/car-parts-40-classes,car parts 50,test,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_0c31e6ce13e74926,brake_disc,kaggle50:brake_disc:kaggle_0c31e6ce13e74926,test,7,data/locked_test/dataset_v3/images/brake_disc/brake_disc_test_007_0c31e6ce13e74926.jpg,0c31e6ce13e749263aa11fce3fd7c1a1a415b282602b178aa1c4ee8c3cdf1dfc,dataset-v3-split-v1,f4860756e1589ef67597d61e91288123d7c9e7b9163020514b39a0a9f6f43ad7,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_9561cc8d1347f616,brake_disc,kaggle50:brake_disc:kaggle_9561cc8d1347f616,test,8,data/locked_test/dataset_v3/images/brake_disc/brake_disc_test_008_9561cc8d1347f616.jpg,9561cc8d1347f6167e2bddd7ad1b0dbaaa12ee9ba1d44f84436dc43c045c4be1,dataset-v3-split-v1,f4c1f29a15c9887004ec1ea8f92865062ff5cc634188b60579abba650b5eb723,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_596ea0f7a12db001,brake_disc,kaggle50:brake_disc:kaggle_596ea0f7a12db001,test,9,data/locked_test/dataset_v3/images/brake_disc/brake_disc_test_009_596ea0f7a12db001.jpg,596ea0f7a12db001081356604009ed3d09781ef9d1a92d599ec641daa98a33b3,dataset-v3-split-v1,f554fa426677a2e3f254f1f4eb7a0d624e668145b263773ae5e43bcdf8e35a8f,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_8cf8f79b4e754446,brake_disc,kaggle50:brake_disc:kaggle_8cf8f79b4e754446,test,10,data/locked_test/dataset_v3/images/brake_disc/brake_disc_test_010_8cf8f79b4e754446.jpg,8cf8f79b4e7544464bff140130276791c060a2a14d5ab154c0b2108ac15ad8c5,dataset-v3-split-v1,fcf26d7cf9bc33680390b13e63d9898485d1f91fdc8b7e6b7bacdbbcc8e43281,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_3178c85470aa6963,brake_pad,kaggle50:brake_pad:kaggle_3178c85470aa6963,test,1,data/locked_test/dataset_v3/images/brake_pad/brake_pad_test_001_3178c85470aa6963.jpg,3178c85470aa6963480fdf9424c7873802300642ef8df382934127e4a573a90e,dataset-v3-split-v1,dc46a32377d1297308bdeb483714be22c7941e6a07ef5ddeb5cbdf53bb5c92a9,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_0b3ec66a89b5fbe1,brake_pad,kaggle50:brake_pad:kaggle_0b3ec66a89b5fbe1,test,2,data/locked_test/dataset_v3/images/brake_pad/brake_pad_test_002_0b3ec66a89b5fbe1.jpg,0b3ec66a89b5fbe1336af39cd65c2301798e6f2fdb335b74d46b0f40dcf079d0,dataset-v3-split-v1,ddc8fa70a4daec7497c394cbcb779e9d85a118787aa65777f7e5d4d5ef9ef433,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_1214a4f476a023ee,brake_pad,kaggle50:brake_pad:kaggle_1214a4f476a023ee,test,3,data/locked_test/dataset_v3/images/brake_pad/brake_pad_test_003_1214a4f476a023ee.jpg,1214a4f476a023eeaff0541f29edd9b4dc9a36ad64ac8996637401ff6ea94acb,dataset-v3-split-v1,de36a6240700b3c012d0339fc338becf3cbd34ecb5723ff29b105959921f4d38,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_bfb90f6f428a393f,brake_pad,kaggle50:brake_pad:kaggle_bfb90f6f428a393f,test,4,data/locked_test/dataset_v3/images/brake_pad/brake_pad_test_004_bfb90f6f428a393f.jpg,bfb90f6f428a393f473c6c2a4636cc30d13157569e2f23e5f2306cbe8af2a798,dataset-v3-split-v1,e115aa2a3d3c832a86ce7108f5669652e97bbebdf0b0737151e570bd88dfd544,gpiosenka/car-parts-40-classes,car parts 50,test,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_bba0d7682794c697,brake_pad,kaggle50:brake_pad:kaggle_bba0d7682794c697,test,5,data/locked_test/dataset_v3/images/brake_pad/brake_pad_test_005_bba0d7682794c697.jpg,bba0d7682794c69703a811e82a2150ef8090e02edd07f7e8899f078a1b0ff731,dataset-v3-split-v1,e173a0703387bd5054179c9749b78928eb8ee3804104df9b2a1a2b4150e872a6,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_3d16f7513d038879,brake_pad,kaggle50:brake_pad:kaggle_3d16f7513d038879,test,6,data/locked_test/dataset_v3/images/brake_pad/brake_pad_test_006_3d16f7513d038879.jpg,3d16f7513d0388795cb0ae188dfed7d1f4347d7e97fa023275bb49cbd0f9a2e0,dataset-v3-split-v1,e37c6a25d80557ddb4d5840aeeb29e006db93997548d4f493233375358435cd2,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_86c96d7d232c214c,brake_pad,kaggle50:brake_pad:kaggle_86c96d7d232c214c,test,7,data/locked_test/dataset_v3/images/brake_pad/brake_pad_test_007_86c96d7d232c214c.jpg,86c96d7d232c214c6f0fe5b689712b571e8efded133f2a6809b1ecc68394de35,dataset-v3-split-v1,e948a1ec1a060e3a12aa2b52043d1db1a9e9c26532ff48d04c81b7eb65abbdc1,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_52d36d907755b1a8,brake_pad,kaggle50:brake_pad:kaggle_52d36d907755b1a8,test,8,data/locked_test/dataset_v3/images/brake_pad/brake_pad_test_008_52d36d907755b1a8.jpg,52d36d907755b1a8f17e2600bf08ad43fe89a0f038d77aed527f14dd74cd0350,dataset-v3-split-v1,f01b9c4a4f5c9d4c672dafa1a3a842f2b0ad078038b5a6b45a9433ca3eee7762,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_7d62eb5eb0a67663,brake_pad,kaggle50:brake_pad:kaggle_7d62eb5eb0a67663,test,9,data/locked_test/dataset_v3/images/brake_pad/brake_pad_test_009_7d62eb5eb0a67663.jpg,7d62eb5eb0a676636c060af62840aef17ee6ae8c46460886de4e5e714e9a0971,dataset-v3-split-v1,f24faa3769a537e7a69c08b646e7fdc6c7682d3308d2bd3b4ba06d90fc4cd080,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_a100e03da22f0d53,brake_pad,kaggle50:brake_pad:kaggle_a100e03da22f0d53,test,10,data/locked_test/dataset_v3/images/brake_pad/brake_pad_test_010_a100e03da22f0d53.jpg,a100e03da22f0d530b9eefb1ded93ab61cc6793d7c9265c412c05d03313eed98,dataset-v3-split-v1,faf491efb5006536b321df9226796145518c582fd86d2206e485830f19276c4a,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_cf96aa825fed29e1,coil_spring,kaggle50:coil_spring:kaggle_cf96aa825fed29e1,test,1,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_001_cf96aa825fed29e1.jpg,cf96aa825fed29e19bf01564bc130d7bad900d5245d47af63528a746ce3c9e10,dataset-v3-split-v1,e0078fa919b3b1970347f870cdf6b830cb14d50bd3216018295412babeb7b356,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_667e6aaca4eea223,coil_spring,kaggle50:coil_spring:kaggle_667e6aaca4eea223,test,2,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_002_667e6aaca4eea223.jpg,667e6aaca4eea223ce2cd83cc34c1337f13bc61dfee00201fc3adede1199b084,dataset-v3-split-v1,e24975068a6e35c72e1e7f627ebd49e5cbf5650d982cfb2eb82ac259a1b5e089,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_9e747aab053ee1e7,coil_spring,kaggle50:coil_spring:kaggle_9e747aab053ee1e7,test,3,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_003_9e747aab053ee1e7.jpg,9e747aab053ee1e7e883b31702e3d4324f62ad0610924cb3b92cbaf44653e02b,dataset-v3-split-v1,f031e096620daeeeb211290ecc86ae8d9328bea4d9bc31319e8c014090b5d8ce,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_7939176f086bb12d,coil_spring,kaggle50:coil_spring:kaggle_7939176f086bb12d,test,4,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_004_7939176f086bb12d.jpg,7939176f086bb12d037ccce7e793e5c0e177c351c263b0869f41765e4f5e807f,dataset-v3-split-v1,f0c87a237c2fbd3648bac4f4c2fc832ad42e134f57f85f789ace9106c16c09ca,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_3615ecf7cac4319a,coil_spring,kaggle50:coil_spring:kaggle_3615ecf7cac4319a,test,5,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_005_3615ecf7cac4319a.jpg,3615ecf7cac4319aa179f88af3c8a8c46e2441ba6e2625a104c0f13795a8008a,dataset-v3-split-v1,f2508458d09a5042f777b9489e984d88193f97e07772019d9fce21956869d11e,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_4e0ec451b7dee4c0,coil_spring,kaggle50:coil_spring:kaggle_4e0ec451b7dee4c0,test,6,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_006_4e0ec451b7dee4c0.jpg,4e0ec451b7dee4c0123b59886e1896dfad1f6177452f2835e529e01cae36b102,dataset-v3-split-v1,f52cdb7253dc9ac316c832a0fb442e207ce3cd3921c7a69b4589f56b1a2c8392,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_188da408b91a359e,coil_spring,kaggle50:coil_spring:kaggle_188da408b91a359e,test,7,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_007_188da408b91a359e.jpg,188da408b91a359efac67054127fc26306655f6db7102df4be72b1b5c36fd72b,dataset-v3-split-v1,f61dbb5732e81224f8644fe77aad8e0ace7f56fe6f61bd293c3e058a6955080c,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_b2010a4eabcf84ae,coil_spring,kaggle50:coil_spring:kaggle_b2010a4eabcf84ae,test,8,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_008_b2010a4eabcf84ae.jpg,b2010a4eabcf84aefbe55d3bf734b4216add8988cdc8990801930d74dcb4bed6,dataset-v3-split-v1,f697b562f743495ada27c9e75029ab4241f755fa9386d5ac22bca6b9a38c16bc,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_c41b93d7fd86819d,coil_spring,kaggle50:coil_spring:kaggle_c41b93d7fd86819d,test,9,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_009_c41b93d7fd86819d.jpg,c41b93d7fd86819d0829697bc06bc0dedcef3c323c6acb2e7d3e51b57e72d019,dataset-v3-split-v1,f9f17aa346b4082e2b7dce47436fe717c9c266707679187705942bc7074e5b6f,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_7bf7ec55c9265969,coil_spring,kaggle50:coil_spring:kaggle_7bf7ec55c9265969,test,10,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_010_7bf7ec55c9265969.jpg,7bf7ec55c926596975cecebabfc96c701f18d0ab04cc72d9c76763a5400fe506,dataset-v3-split-v1,fac95c037b2d7d642adb26175ea25bcfa48a5ac511e2cc34347814aa303ac15b,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_507b90c5be8ee2c5,headlight,kaggle50:headlight:kaggle_507b90c5be8ee2c5,test,1,data/locked_test/dataset_v3/images/headlight/headlight_test_001_507b90c5be8ee2c5.jpg,507b90c5be8ee2c53a7d7c76191759896ff4d87b3c062ea13bcb3514ae72c6e6,dataset-v3-split-v1,e9fa7c9e6a2bcd002f3d80c61d13d6354b8a46f800cb592704d2713cc5b54b01,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_5cac8199f3e1d86d,headlight,kaggle50:headlight:kaggle_5cac8199f3e1d86d,test,2,data/locked_test/dataset_v3/images/headlight/headlight_test_002_5cac8199f3e1d86d.jpg,5cac8199f3e1d86d5cbc9b0d59f81fe13fec45cdb773ee69130ecd404c6566cd,dataset-v3-split-v1,ee9e79b7a6f24499e42fcc457ac60e956f02d41e81bc3a2dd5014d11f1a99cd8,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_71cc8c19764449b2,headlight,kaggle50:headlight:kaggle_71cc8c19764449b2,test,3,data/locked_test/dataset_v3/images/headlight/headlight_test_003_71cc8c19764449b2.jpg,71cc8c19764449b2d5e4600953585b53e9f3b66661080e3c155741554aea56f6,dataset-v3-split-v1,efef543763935399f0851b48cc91ddba053169d7af00fcb9aa51285975d36085,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_323d816d8ca5f2a4,headlight,kaggle50:headlight:kaggle_323d816d8ca5f2a4,test,4,data/locked_test/dataset_v3/images/headlight/headlight_test_004_323d816d8ca5f2a4.jpg,323d816d8ca5f2a497913c44a17c0c9bfb11ed62272b67fe5e98b937bee708d7,dataset-v3-split-v1,f031af365489375d48acbd800368f9ceb53fa44b4e29928c785541de773daed5,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_92c81587cf661b14,headlight,kaggle50:headlight:kaggle_92c81587cf661b14,test,5,data/locked_test/dataset_v3/images/headlight/headlight_test_005_92c81587cf661b14.jpg,92c81587cf661b141317447a83be37ce400ba25f9f3322b065e11207b3027014,dataset-v3-split-v1,f1b8223f2937e6e3a8cb4ba525ac51b5383536f903a215134821a88728364514,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_dc13a518bbf49cc3,headlight,kaggle50:headlight:kaggle_dc13a518bbf49cc3,test,6,data/locked_test/dataset_v3/images/headlight/headlight_test_006_dc13a518bbf49cc3.jpg,dc13a518bbf49cc3ac16b8820fa168f361ef022f8302f89b058133d0775881bd,dataset-v3-split-v1,f5d9e0b426cea82dbdc841ed0cfb4fbd41e2533b3f278e2e2847c16115611037,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_9a74503819bac42d,headlight,kaggle50:headlight:kaggle_9a74503819bac42d,test,7,data/locked_test/dataset_v3/images/headlight/headlight_test_007_9a74503819bac42d.jpg,9a74503819bac42d2aea24d81ba9c7e63a5a1048d336a632170321398e67e378,dataset-v3-split-v1,f93918208e3106870fd0b244b42e1d0c0db5e19e29d5eed1637abc00b0ad84a5,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_7373d8c851c113b7,headlight,kaggle50:headlight:kaggle_7373d8c851c113b7,test,8,data/locked_test/dataset_v3/images/headlight/headlight_test_008_7373d8c851c113b7.jpg,7373d8c851c113b79ecc63289b15babee9acb4c8bff04bede67c61b64bc9359e,dataset-v3-split-v1,f9dca781cda652ba8d788a1765e6b0689393d6492e678d2eeaacebd1ed475153,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_c8836bb04e351d60,headlight,kaggle50:headlight:kaggle_c8836bb04e351d60,test,9,data/locked_test/dataset_v3/images/headlight/headlight_test_009_c8836bb04e351d60.jpg,c8836bb04e351d606fea24ca1182500b020d4dadac2ed979f7de6ad42b90fe1a,dataset-v3-split-v1,faa088541d714801054a499c18fec85d654399aa4c6cae108d5a8f6973eee351,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_eb6bd2f07f959b71,headlight,kaggle50:headlight:kaggle_eb6bd2f07f959b71,test,10,data/locked_test/dataset_v3/images/headlight/headlight_test_010_eb6bd2f07f959b71.jpg,eb6bd2f07f959b713fc4c7d57d7805194144b8900b82d6d1553d6f269fc31217,dataset-v3-split-v1,fd2a1e46ebde7a19545efd1e44df7f796124318a5299b9a13447670e60d9e6e9,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_89ba135a5d1f7851,oil_filter,kaggle50:oil_filter:kaggle_89ba135a5d1f7851,test,1,data/locked_test/dataset_v3/images/oil_filter/oil_filter_test_001_89ba135a5d1f7851.jpg,89ba135a5d1f785175904cfb42a3eaa0a4124213eeba8b8f0d4b4b686011e69d,dataset-v3-split-v1,e5f1bd5446f89160f3ede7ec2cb651c6ff809b7952fb6acbde4d9de1ab089d2f,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_c46a75c56bef424a,oil_filter,kaggle50:oil_filter:kaggle_c46a75c56bef424a,test,2,data/locked_test/dataset_v3/images/oil_filter/oil_filter_test_002_c46a75c56bef424a.jpg,c46a75c56bef424ab9f63b7d0e06e88ea5dabd8d32c60bef42b42c697dddbc03,dataset-v3-split-v1,e6154abd97d8f3dc857ed9b5290a64b5eea522c9c51712f23ee9b8adb6f0a093,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_c3b9926ea47d4286,oil_filter,kaggle50:oil_filter:kaggle_c3b9926ea47d4286,test,3,data/locked_test/dataset_v3/images/oil_filter/oil_filter_test_003_c3b9926ea47d4286.jpg,c3b9926ea47d4286ca7c7c2a26bf86694257d1cdedc3edf4de9015e271a34223,dataset-v3-split-v1,e7ee9e924967487a3a207374eeb2319bb10fb12ec1e7751bb8ee0ca2cf6e96d0,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_a8d7cce7bb542c31,oil_filter,kaggle50:oil_filter:kaggle_a8d7cce7bb542c31,test,4,data/locked_test/dataset_v3/images/oil_filter/oil_filter_test_004_a8d7cce7bb542c31.jpg,a8d7cce7bb542c31248b9ea18e08ed399501f6363dce0eae6304bd465648bfbd,dataset-v3-split-v1,ec4403b05a7e9e0bff90522d70a4347128d4f4eb361cb0b264f307a5c2cc008d,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_a04c3ee2b49093e6,oil_filter,kaggle50:oil_filter:kaggle_a04c3ee2b49093e6,test,5,data/locked_test/dataset_v3/images/oil_filter/oil_filter_test_005_a04c3ee2b49093e6.jpg,a04c3ee2b49093e63e114b91a694ff18b1e13daad2c2d661c694cf44ccfccbd1,dataset-v3-split-v1,ecfe39d3ae0c7f92e74e89a080ea56c3183c0e465e90dc90addccf987c53f44d,gpiosenka/car-parts-40-classes,car parts 50,train,True,deterministic_group_aware_60_10_10_original_source_split_ignored
